2476351.0	0.052	1.0515973147068192
2476905.0	0.058	1.029460947492457
2479810.0	0.2	0.9133848703124545
2481503.0	0.228	0.8457370910815613
2483400.0	0.251	0.7699380141760657
2484439.0	0.441	0.7284223363137514
2484830.0	0.457	0.7127990157707631
2486439.0	0.697	0.6485076532294123
2487031.0	0.721	0.6248529070364479
2487651.0	0.738	0.6000793552803028
2490160.0	0.802	0.49982638535099927
2490893.0	1.046	0.47053765400058895
2491509.0	1.061	0.4459239316106125
2492367.0	1.224	0.41164053256743105
2493652.0	3.319	0.3602953486857431
2493923.0	3.666	0.34946690912781514
2495451.0	4.075	0.28841209125138
2495809.0	4.931	0.2741073629792833
2496084.0	5.829	0.2631190940551867
2496259.0	8.567	0.25612655928530703
2496278.0	12.111	0.2553673697960058
2496897.0	12.259	0.2306337753814028
2497060.0	12.344	0.22412072871002917
2497347.0	15.269	0.2126529716874265
2497362.0	20.979	0.21205361156429398
2497459.0	24.715	0.2081777494347035
2497585.0	27.352	0.20314312440039015
2497651.0	30.149	0.20050593985860696
2497700.0	30.33	0.19854803012304065
2497823.0	38.154	0.1936332771133538
2497896.0	64.885	0.1907163911807754
2497980.0	70.392	0.18735997449123315
2498229.0	78.195	0.17741059644723292
2498246.0	81.741	0.17673132164101607
2498567.0	85.362	0.16390501500597962
2498893.0	105.014	0.15087892166323233
2499116.0	121.232	0.1419684344993285
2499123.0	141.706	0.14168873310853333
2499125.0	143.864	0.141608818425449
2499190.0	157.192	0.13901159122520795
2499205.0	209.894	0.13841223110207543
2499258.0	251.09	0.13629449200034044
2499518.0	264.982	0.12590558319937634
2499778.0	276.694	0.11551667439841226
2499785.0	278.967	0.11523697300761707
2499793.0	280.082	0.11491731427527971
2499800.0	323.096	0.11463761288448453
2499822.0	371.142	0.11375855137055679
2499899.0	371.637	0.11068183607180974
2499907.0	377.484	0.11036217733947239
2499922.0	383.264	0.10976281721633983
2499985.0	420.218	0.10724550469918316
2500007.0	432.303	0.10636644318525541
2500174.0	441.856	0.0996935671477131
2500252.0	451.748	0.09657689450742386
2500277.0	505.392	0.09557796096886964
2500388.0	706.871	0.09114269605768881
2500407.0	939.422	0.09038350656838759
2500410.0	940.764	0.09026363454376107
2500492.0	953.698	0.08698713253730317
2500514.0	973.693	0.08610807102337545
2500818.0	1196.335	0.07396103919455589
2500873.0	1202.797	0.07176338540973656
2501036.0	1257.25	0.06525033873836292
2501208.0	1258.145	0.05837767599310976
2501388.0	1262.636	0.05118535451551923
2501483.0	1278.055	0.04738940706901312
2501657.0	1291.639	0.04043682964067561
2501750.0	4861.304	0.036720796877253846
2501879.0	6816.301	0.03156629981831397
2502144.0	18521.709	0.02097760430963903
2502156.0	23748.307	0.020498116211132993
2502187.0	62177.674	0.01925943862332574
2502389.0	65757.549	0.011188055631807482
2502500.0	173807.673	0.006752790720626659
2502534.0	173830.404	0.005394241108192893
2502550.0	174331.584	0.00475492364351818
2502569.0	174620.519	0.003995734154216958
2502646.0	175361.14	9.190188554699003E-4
2502669.0	175366.283	0.0
