1797027	983.46	28.195578400499627
2010563	1617.03	19.663247516950904
2030740	1617.12	18.857028236654546
2130866	16229.85	14.856259457403276
2219251	16234.46	11.324629825198617
2475096	16234.84	1.101743778342242
2481060	16236.02	0.8634381933847425
2481146	16237.00	0.8600018620121158
2490272	19102.14	0.49535116309827626
2490278	19102.73	0.4951114190490232
2490580	28385.17	0.48304430190328806
2491157	28953.49	0.4599889158334562
2491168	63878.57	0.4595493850764924
2491312	66287.38	0.4537955278944199
2491888	69731.69	0.43078009916613025
2492065	153815.42	0.42370764971316627
2492674	234812.28	0.39937362871398496
2492797	234828.65	0.3944588757042981
2493481	234847.86	0.3671280540894541
2493910	234860.68	0.34998635456786337
2494160	235194.40	0.33999701918232095
2494422	235234.95	0.3295281956982725
2494839	235256.19	0.3128659842751878
2494895	235628.97	0.3106283731488263
2495636	235637.59	0.28101998306607867
2495648	235801.80	0.2805404949675726
2495971	235818.10	0.26763427364945186
2497136	235885.17	0.2210839707528243
2498388	236194.45	0.17105737914202798
2498831	236926.52	0.15335627683884687
2498844	240320.08	0.15283683139879864
2498865	278811.13	0.15199772722641308
2498931	362584.87	0.1493605426846299
