1005939.0000	4.70
1005939.0000	5.51
1005939.0000	5.91
1169242.0000	6.01
1169242.0000	6.20
1174628.0000	6.31
1202104.0000	6.33
1202104.0000	6.44
1202104.0000	6.61
1202104.0000	6.73
1234035.0000	6.83
1277536.0000	6.86
1277536.0000	7.10
1277536.0000	7.24
1277536.0000	7.56
1282573.0000	7.67
1335955.0000	8.70
1335955.0000	8.70
1335955.0000	9.06
1335955.0000	9.28
1335955.0000	9.53
1335955.0000	9.88
1335955.0000	10.13
1335955.0000	10.38
1335955.0000	10.66
1335955.0000	10.89
1335955.0000	11.11
1477921.0000	11.23
1477921.0000	12.02
1479679.0000	12.77
1479679.0000	13.59
1479679.0000	14.41
1479679.0000	15.22
1479679.0000	16.07
1479679.0000	16.91
1479679.0000	17.80
1480859.0000	18.44
1480859.0000	18.60
1480859.0000	19.43
1480859.0000	20.29
1480859.0000	21.53
1480859.0000	22.39
1480911.0000	23.13
1480914.0000	23.14
1480914.0000	24.08
1480914.0000	24.89
1480914.0000	25.81
1480914.0000	26.65
1481434.0000	27.30
1481434.0000	27.48
1481434.0000	28.33
1481434.0000	29.22
1481434.0000	30.06
1481434.0000	30.98
1481434.0000	31.81
1481434.0000	32.72
1481434.0000	33.55
1481434.0000	34.38
1481434.0000	35.42
1481434.0000	36.26
1481434.0000	37.08
1481434.0000	38.00
1481434.0000	38.87
1481434.0000	39.75
1481434.0000	40.57
1481434.0000	41.40
1481434.0000	42.27
1481434.0000	43.12
1481434.0000	43.97
1481434.0000	44.82
1481434.0000	45.68
1481434.0000	46.52
1481434.0000	47.35
1481434.0000	48.18
1481434.0000	48.99
1481434.0000	49.91
1481434.0000	50.76
1481434.0000	63.52
1481434.0000	64.26
1481434.0000	65.04
1481434.0000	65.84
1481434.0000	66.64
1481434.0000	67.44
1481434.0000	68.99
1481434.0000	69.71
1481434.0000	70.47
1481434.0000	71.23
1481434.0000	72.04
1481434.0000	72.82
1481434.0000	73.78
1481434.0000	74.55
1481434.0000	75.41
1481434.0000	76.26
1481434.0000	77.04
1481434.0000	77.87
1481434.0000	78.65
1481434.0000	79.43
1481434.0000	80.20
1481434.0000	81.08
1481434.0000	81.91
1481434.0000	82.89
1481434.0000	83.67
1481434.0000	84.54
1481434.0000	85.33
1481434.0000	86.16
1481434.0000	86.92
1481434.0000	87.89
1481434.0000	88.69
1481434.0000	89.55
1481434.0000	90.35
1481434.0000	91.13
1481434.0000	91.92
1481434.0000	92.71
1481434.0000	93.58
1481434.0000	94.37
1481434.0000	95.19
1481434.0000	95.99
1481434.0000	96.77
1481434.0000	97.55
1481434.0000	100.76
1481434.0000	104.03
1481434.0000	107.27
1481434.0000	110.56
1481434.0000	113.79
1481434.0000	116.99
1481434.0000	120.22
1481434.0000	123.38
1481434.0000	126.89
1481434.0000	130.37
1481434.0000	133.60
1481434.0000	136.86
1481434.0000	140.23
1481434.0000	143.34
1481434.0000	146.62
1481434.0000	149.85
1481434.0000	153.25
1481434.0000	156.46
1481434.0000	159.71
1481434.0000	162.93
1481434.0000	166.22
1481434.0000	169.44
1481434.0000	172.69
1481434.0000	175.92
1481434.0000	179.19
1481434.0000	182.40
1481434.0000	185.72
1481434.0000	189.07
1481434.0000	192.44
1481434.0000	195.76
1481434.0000	198.97
1481434.0000	202.20
1481434.0000	205.48
1481434.0000	208.82
1481434.0000	212.15
1481434.0000	215.42
1481434.0000	218.76
1481434.0000	222.06
1481434.0000	225.39
1481434.0000	228.66
1481434.0000	231.99
1481434.0000	235.33
1481434.0000	238.59
1481434.0000	241.84
1481434.0000	245.10
1481434.0000	248.58
1481434.0000	251.91
1481434.0000	255.20
1481434.0000	258.52
1481434.0000	261.91
1481434.0000	265.13
1481434.0000	268.47
1481434.0000	271.76
1481434.0000	275.07
1481434.0000	278.36
1481434.0000	281.63
1481434.0000	284.88
1481434.0000	288.13
1481434.0000	291.41
1481434.0000	294.69
1481434.0000	297.98
1481434.0000	301.25
1481434.0000	304.55
1481434.0000	307.88
1481434.0000	311.13
1481434.0000	314.37
1481434.0000	317.61
1481434.0000	320.86
1481434.0000	324.17
1481434.0000	327.40
1481434.0000	330.72
1481434.0000	333.99
1481434.0000	337.22
1481434.0000	340.47
1481434.0000	343.72
1481434.0000	346.94
1481434.0000	350.25
1481434.0000	353.53
1481434.0000	356.82
1481434.0000	360.08
1481434.0000	363.33
1481434.0000	366.65
1481434.0000	369.92
1481434.0000	373.19
1481434.0000	376.47
1481434.0000	379.72
1481434.0000	383.03
