1287073.0000	19.31
1287073.0000	21.90
1287073.0000	22.71
1287073.0000	23.92
1287073.0000	33.45
1287073.0000	33.70
1287073.0000	34.82
1287073.0000	35.67
1287073.0000	36.25
1287073.0000	37.14
1287073.0000	37.39
1287073.0000	37.87
1287073.0000	38.60
1287073.0000	39.85
1287073.0000	41.96
1287073.0000	43.39
1287073.0000	44.25
1287073.0000	45.40
1287073.0000	46.39
1287073.0000	47.34
1287073.0000	48.48
1287073.0000	49.29
1287073.0000	50.24
1287073.0000	51.41
1287073.0000	52.66
1287073.0000	53.75
1287073.0000	54.75
1287073.0000	55.71
1287073.0000	56.82
1287073.0000	58.05
1287073.0000	58.94
1287073.0000	59.85
1287073.0000	60.80
1381950.0000	60.82
1381950.0000	61.83
1381950.0000	63.28
1381950.0000	65.39
1381950.0000	66.46
1381950.0000	67.75
1381950.0000	68.73
1381950.0000	69.69
1381950.0000	70.94
1381950.0000	71.87
1381950.0000	72.87
1381950.0000	73.79
1381950.0000	74.86
1381950.0000	75.75
1381950.0000	76.69
1381950.0000	77.71
1381950.0000	78.64
1381950.0000	79.58
1381950.0000	81.45
1381950.0000	82.54
1381950.0000	83.60
1381950.0000	84.62
1381950.0000	86.17
1381950.0000	87.12
1381950.0000	88.93
1381950.0000	90.07
1381950.0000	91.05
1381950.0000	92.32
1381950.0000	93.63
1381950.0000	94.64
1381950.0000	95.99
1381950.0000	96.95
1381950.0000	97.90
1381950.0000	99.31
1381950.0000	100.28
1381950.0000	101.36
1381950.0000	102.29
1381950.0000	103.32
1381950.0000	106.39
1381950.0000	107.37
1381950.0000	108.51
1381950.0000	109.90
1381950.0000	111.20
1381950.0000	112.51
1381950.0000	113.49
1381950.0000	114.51
1381950.0000	115.79
1381950.0000	116.79
1381950.0000	117.80
1381950.0000	118.89
1381950.0000	120.03
1381950.0000	121.11
1381950.0000	122.05
1381950.0000	123.01
1381950.0000	124.14
1381950.0000	125.13
1381950.0000	126.63
1381950.0000	127.85
1381950.0000	128.98
1381950.0000	130.34
1381950.0000	131.29
1381950.0000	132.25
1381950.0000	133.42
1381950.0000	134.39
1381950.0000	135.55
1381950.0000	136.55
1381950.0000	157.38
1382541.0000	158.49
1382541.0000	158.51
1382541.0000	228.74
1382541.0000	232.05
1382541.0000	233.60
1382541.0000	238.07
1382541.0000	242.60
1382541.0000	246.59
1382541.0000	250.49
1382541.0000	254.71
1382541.0000	258.63
1382541.0000	262.75
1382541.0000	266.41
1382541.0000	270.59
1382541.0000	274.81
1382541.0000	279.21
1382541.0000	284.69
1382541.0000	289.02
1382541.0000	293.36
1382541.0000	297.18
1382541.0000	300.91
1382541.0000	304.70
1382541.0000	308.58
1382541.0000	312.23
1382541.0000	315.91
1382541.0000	319.61
1382541.0000	325.54
1382541.0000	329.76
1382541.0000	334.16
1382541.0000	337.99
1382541.0000	342.28
1382541.0000	346.21
1382541.0000	349.94
1382541.0000	353.94
1382541.0000	357.52
1382541.0000	361.13
1382541.0000	364.80
1382541.0000	368.50
1382541.0000	372.42
1382541.0000	376.29
1382541.0000	380.03
1382541.0000	383.81
1382541.0000	387.65
1382541.0000	391.58
1382541.0000	395.30
1382541.0000	399.12
1382541.0000	402.83
1382541.0000	407.09
1382541.0000	410.90
1382541.0000	414.64
1382541.0000	418.43
1382541.0000	422.15
1382541.0000	425.90
1382541.0000	429.57
1382541.0000	433.19
1382541.0000	437.13
1382541.0000	441.31
1382541.0000	444.96
1382541.0000	449.07
1382541.0000	452.72
1382541.0000	456.89
