947709.0000	4.41
947709.0000	4.91
1105333.0000	4.96
1105333.0000	5.31
1105333.0000	5.46
1115318.0000	5.54
1125530.0000	5.55
1125530.0000	5.65
1125530.0000	5.78
1125530.0000	5.87
1149924.0000	5.96
1191919.0000	5.98
1220821.0000	6.01
1220821.0000	6.09
1220821.0000	6.42
1220821.0000	6.51
1236556.0000	6.57
1241094.0000	6.61
1241094.0000	6.68
1271753.0000	7.43
1271753.0000	7.44
1271753.0000	7.65
1271753.0000	7.86
1271753.0000	8.11
1395871.0000	8.24
1395871.0000	8.45
1395871.0000	8.69
1395871.0000	8.93
1395871.0000	9.15
1395871.0000	9.36
1395871.0000	10.32
1395871.0000	11.18
1395871.0000	12.01
1395871.0000	12.87
1395871.0000	13.70
1395871.0000	14.54
1395911.0000	15.16
1395911.0000	15.98
1396274.0000	16.04
1396274.0000	16.86
1396274.0000	17.74
1396274.0000	18.58
1396333.0000	19.26
1396333.0000	19.42
1396333.0000	20.26
1396333.0000	21.09
1396333.0000	21.93
1396333.0000	22.77
1396333.0000	23.66
1396333.0000	24.49
1396333.0000	25.33
1396333.0000	26.17
1396333.0000	27.00
1396333.0000	27.87
1396333.0000	28.78
1396333.0000	29.63
1396333.0000	30.48
1396333.0000	31.36
1396333.0000	32.20
1396333.0000	33.07
1396333.0000	33.91
1396333.0000	34.79
1396333.0000	35.65
1396333.0000	36.49
1396333.0000	37.32
